id,name,a_min,a_max,b_min,b_max,c_min
__export__.fal_stroke_max_VXP-100-L4-M4L,VXP-100-L4-M4L,NO,,50,160,NO
__export__.fal_stroke_max_VXP-100-L4-M4T,VXP-100-L4-M4T,NO,,50,160,NO
__export__.fal_stroke_max_VXP-100-L4-M5L,VXP-100-L4-M5L,NO,,50,160,NO
__export__.fal_stroke_max_VXP-100-L4-M5T,VXP-100-L4-M5T,NO,,50,160,NO
__export__.fal_stroke_max_VXP-125-IR-M4L,VXP-125-IR-M4L,NO,,10,160,NO
__export__.fal_stroke_max_VXP-125-IR-M4T,VXP-125-IR-M4T,NO,,10,160,NO
__export__.fal_stroke_max_VXP-125-IR-M5L,VXP-125-IR-M5L,NO,,10,160,NO
__export__.fal_stroke_max_VXP-125-IR-M5T,VXP-125-IR-M5T,NO,,10,160,NO
__export__.fal_stroke_max_VXP-125-L1-M4L,VXP-125-L1-M4L,NO,,10,160,NO
__export__.fal_stroke_max_VXP-125-L1-M4T,VXP-125-L1-M4T,NO,,10,160,NO
__export__.fal_stroke_max_VXP-125-L1-M5L,VXP-125-L1-M5L,NO,,10,160,NO
__export__.fal_stroke_max_VXP-125-L1-M5T,VXP-125-L1-M5T,NO,,10,160,NO
__export__.fal_stroke_max_VXP-125-L2-M4L,VXP-125-L2-M4L,NO,,70,160,NO
__export__.fal_stroke_max_VXP-125-L2-M4T,VXP-125-L2-M4T,NO,,70,160,NO
__export__.fal_stroke_max_VXP-125-L2-M5L,VXP-125-L2-M5L,NO,,70,160,NO
__export__.fal_stroke_max_VXP-125-L2-M5T,VXP-125-L2-M5T,NO,,70,160,NO
__export__.fal_stroke_max_VXP-125-L3-M4L,VXP-125-L3-M4L,NO,,50,160,NO
__export__.fal_stroke_max_VXP-125-L3-M4T,VXP-125-L3-M4T,NO,,50,160,NO
__export__.fal_stroke_max_VXP-125-L3-M5L,VXP-125-L3-M5L,NO,,50,160,NO
__export__.fal_stroke_max_VXP-125-L3-M5T,VXP-125-L3-M5T,NO,,50,160,NO
__export__.fal_stroke_max_VXP-125-L4-M4L,VXP-125-L4-M4L,NO,,50,160,NO
__export__.fal_stroke_max_VXP-125-L4-M4T,VXP-125-L4-M4T,NO,,50,160,NO
__export__.fal_stroke_max_VXP-125-L4-M5L,VXP-125-L4-M5L,NO,,50,160,NO
__export__.fal_stroke_max_VXP-125-L4-M5T,VXP-125-L4-M5T,NO,,50,160,NO
